Unnamed: 0,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
1326,5,2,70,4270,1,3,0,0,4,1,7,2,2,0,2,3,6,1931,2006,1,1,8,8,2,0,3,4,0,4,4,3,5,544,6,0,0,544,1,0,1,5,774,0,0,774,0,0,1,0,3,1,2,6,6,0,6,1980.0,1,0,0,3,3,2,0,0,286,0,0,0,0,8,2007,8,4
35,9,3,108,13418,1,3,3,0,4,0,16,2,2,0,5,8,5,2004,2005,1,1,12,13,3,132,2,4,2,0,4,0,6,0,6,0,1117,1117,1,0,1,5,1132,1320,0,2452,0,0,3,1,4,1,2,9,6,1,3,2004.0,0,3,691,5,5,2,113,32,0,0,0,0,0,11,2006,8,4
493,4,3,70,7931,1,3,3,0,4,0,12,2,2,0,2,5,6,1960,1960,1,1,3,14,2,0,3,4,1,4,4,3,1,374,3,532,363,1269,1,4,1,0,1269,0,0,1269,0,0,1,1,3,1,3,6,6,1,5,1964.0,3,1,308,5,5,2,0,0,0,0,0,0,0,6,2008,8,4
793,4,3,76,9158,1,3,3,0,4,0,21,2,2,0,2,8,5,2007,2007,1,1,5,5,3,140,2,4,2,2,4,0,6,0,6,0,1496,1496,1,0,1,5,1496,0,0,1496,0,0,2,0,3,1,2,7,6,0,1,2007.0,0,2,474,5,5,2,168,130,0,0,0,0,0,6,2007,6,5
682,0,3,0,2887,1,3,1,0,4,0,4,2,2,0,2,6,5,1996,1997,1,1,13,14,2,0,3,4,2,2,4,2,2,1003,6,0,288,1291,1,0,1,5,1291,0,0,1291,1,0,1,0,2,1,2,6,6,1,1,1996.0,3,2,431,5,5,2,307,0,0,0,0,0,0,9,2008,8,4
441,14,3,92,12108,1,3,3,0,4,0,7,2,2,2,2,4,4,1955,1955,1,1,12,13,1,270,3,4,1,4,4,3,0,133,6,0,1307,1440,1,4,0,1,1440,0,0,1440,0,0,2,0,4,2,1,8,6,0,6,1980.0,1,0,0,3,3,2,0,0,0,0,0,0,0,11,2008,8,4
663,13,3,90,10012,1,3,3,0,4,0,7,2,2,0,6,4,5,1972,1972,1,1,9,10,2,0,3,4,1,2,4,0,1,920,5,180,38,1138,1,4,1,5,1181,0,0,1181,1,0,2,0,3,1,3,6,6,0,5,1974.0,2,2,588,5,5,2,0,0,180,0,0,0,0,0,2008,8,4
1247,12,3,0,12328,1,0,3,0,4,0,11,2,2,0,7,6,5,1976,1976,1,1,6,6,1,335,3,4,1,4,4,0,2,539,6,0,473,1012,1,4,1,5,1034,0,0,1034,1,0,1,0,3,1,3,6,6,0,1,1976.0,3,3,888,5,5,2,0,0,0,0,0,0,0,8,2010,8,4
735,11,4,60,10800,1,3,3,0,4,0,17,2,2,0,4,7,7,1914,1970,1,1,13,14,2,0,3,4,0,2,4,2,5,390,6,0,490,880,2,1,0,5,880,888,0,1768,0,0,1,1,2,1,3,6,6,2,5,1914.0,3,2,320,5,5,0,0,341,0,0,0,0,0,10,2006,8,4
1338,9,3,95,13450,1,0,3,0,0,0,5,2,2,0,5,7,5,2002,2002,1,1,12,13,2,0,2,4,2,2,4,3,2,700,6,0,216,916,1,0,1,5,920,941,0,1861,1,0,2,1,3,1,2,8,6,0,3,2002.0,2,2,492,5,5,2,146,91,0,0,0,0,0,6,2006,8,4
586,5,3,55,10267,1,3,3,0,4,0,3,6,2,0,2,6,7,1918,2000,1,1,11,15,2,0,3,2,0,4,1,2,5,210,0,606,0,816,1,0,1,5,838,0,0,838,1,0,1,0,2,1,1,5,6,0,5,1961.0,0,1,275,5,5,0,0,0,112,0,0,0,0,8,2008,8,4
1432,5,3,60,10800,1,3,3,0,4,0,17,2,2,0,2,4,6,1927,2007,1,1,13,14,2,0,3,4,0,4,4,3,6,0,6,0,656,656,1,4,1,5,968,0,0,968,0,0,2,0,4,1,3,5,6,0,5,1928.0,3,1,216,1,1,2,0,0,0,0,0,0,0,1,2007,8,4
1384,8,3,60,9060,1,3,3,0,4,0,7,2,2,0,0,6,5,1939,1950,1,1,14,15,2,0,3,4,0,4,4,2,5,204,6,0,356,560,1,4,1,5,698,560,0,1258,0,0,1,0,2,1,3,6,6,0,5,1939.0,3,1,280,5,5,1,0,0,0,0,0,0,0,10,2009,8,4
1167,9,3,58,10852,1,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,1,12,13,2,0,3,4,2,2,4,3,2,786,6,0,173,959,1,0,1,5,959,712,0,1671,1,0,2,1,3,1,3,7,6,1,1,2000.0,0,2,472,5,5,2,0,38,0,0,0,0,0,3,2006,8,4
1431,0,3,0,4928,1,0,3,0,4,0,13,2,2,4,2,6,6,1976,1976,1,1,9,10,2,0,3,4,1,2,4,3,3,958,6,0,0,958,1,4,1,5,958,0,0,958,0,0,2,0,2,1,3,5,6,0,1,1976.0,2,2,440,5,5,2,0,60,0,0,0,0,0,10,2009,8,4
247,4,3,75,11310,1,3,3,0,4,0,12,2,2,0,2,6,5,1954,1954,3,1,13,3,2,0,3,4,1,4,4,3,6,0,6,0,1367,1367,1,0,1,5,1375,0,0,1375,0,0,1,0,2,1,3,5,6,1,1,1954.0,3,2,451,5,5,2,0,30,0,0,0,0,0,6,2006,8,4
1105,9,3,98,12256,1,0,3,0,0,0,15,2,2,0,5,8,5,1994,1995,1,1,6,6,1,362,2,4,2,0,4,0,2,1032,6,0,431,1463,1,0,1,5,1500,1122,0,2622,1,0,2,1,3,1,2,9,6,2,1,1994.0,2,2,712,5,5,2,186,32,0,0,0,0,0,0,2010,8,4
509,4,3,80,9600,1,3,3,0,0,0,12,2,2,0,2,5,6,1959,1959,1,1,8,8,1,132,3,4,1,4,4,3,0,991,6,0,50,1041,1,0,1,5,1041,0,0,1041,1,0,1,0,3,1,3,6,6,0,1,1959.0,2,1,270,5,5,2,224,88,0,0,0,0,0,5,2009,8,4
637,3,4,50,6000,1,3,3,0,4,0,17,2,2,1,0,5,4,1954,1954,1,1,13,14,2,0,3,4,1,4,4,3,6,0,6,0,811,811,1,4,1,0,811,576,0,1387,0,0,2,0,3,2,2,7,6,0,3,1954.0,3,1,256,5,5,2,0,0,0,0,0,0,0,9,2009,8,4
820,9,3,72,7226,1,0,3,0,1,0,5,2,2,0,5,7,5,2003,2003,1,1,12,13,2,0,2,4,2,2,4,3,6,0,6,0,798,798,1,0,1,5,798,842,0,1640,0,0,2,1,3,1,2,6,6,0,1,2003.0,2,2,595,5,5,2,0,45,0,0,0,0,0,6,2008,8,4
445,4,3,73,9855,1,3,3,0,0,0,7,2,2,0,2,6,5,1956,1956,3,1,13,14,2,0,3,4,1,4,4,3,6,0,6,0,1436,1436,1,1,1,5,1689,0,0,1689,0,0,1,0,3,1,3,7,6,1,1,1956.0,3,2,480,5,5,2,0,0,0,0,0,0,0,9,2009,0,4
693,5,3,60,5400,1,3,3,0,0,2,17,2,2,0,2,5,6,1921,1968,1,1,8,8,2,0,3,4,0,4,4,3,6,0,6,0,1073,1073,1,0,1,5,1073,0,0,1073,0,0,1,0,2,1,3,4,6,0,5,1968.0,3,1,326,5,5,2,0,0,112,0,0,0,0,2,2006,8,0
788,4,4,50,6000,1,3,3,0,0,0,17,2,2,0,2,4,7,1954,2000,1,1,8,8,2,0,3,4,1,4,4,3,6,0,6,0,901,901,1,0,1,5,901,0,0,901,0,0,1,0,2,1,3,4,6,0,5,1954.0,3,1,281,1,5,2,0,0,0,0,0,0,0,1,2008,8,4
959,1,1,24,2572,1,3,3,0,2,0,21,2,2,3,5,7,5,1999,1999,3,1,8,8,2,0,2,4,2,2,4,3,0,604,6,0,92,696,1,0,1,5,696,720,0,1416,1,0,2,1,3,1,2,6,6,0,5,1999.0,3,2,484,5,5,2,0,44,0,0,0,0,0,8,2010,8,4
362,13,3,64,7301,1,3,3,0,0,0,7,2,2,0,6,7,5,2003,2003,1,1,6,6,1,500,2,4,3,3,2,3,4,0,4,0,0,0,1,0,1,5,495,1427,0,1922,0,0,3,0,4,1,2,7,6,1,3,2003.0,2,2,672,5,5,2,0,0,177,0,0,0,0,5,2009,3,4
158,9,1,100,12552,1,3,3,0,0,0,21,2,2,0,5,7,5,2004,2005,1,1,12,13,2,0,2,4,2,2,4,3,2,222,6,0,769,991,1,0,1,5,991,956,0,1947,0,0,2,1,3,1,2,8,6,1,1,2004.0,2,2,678,5,5,2,0,136,0,0,0,0,0,8,2010,8,4
951,4,2,60,7800,1,3,3,0,0,0,20,2,2,0,2,5,5,1965,1965,1,1,12,13,2,0,3,4,1,4,4,3,1,641,6,0,187,828,1,2,1,5,965,0,0,965,1,0,1,0,3,1,3,6,6,0,5,1979.0,3,1,300,5,5,2,421,0,0,0,0,0,0,5,2006,8,0
1254,9,3,60,6931,1,3,3,0,4,0,7,2,2,0,5,7,5,2003,2004,1,1,12,13,3,92,2,4,2,2,4,3,6,0,6,0,746,746,1,0,1,5,760,896,0,1656,0,0,2,1,3,1,2,7,6,1,3,2003.0,0,2,397,5,5,2,178,128,0,0,0,0,0,5,2008,8,4
932,4,3,84,11670,1,0,3,0,0,0,21,8,2,0,2,9,5,2006,2006,3,1,12,7,3,302,0,4,2,0,1,3,6,0,6,0,1905,1905,1,0,1,5,1905,0,0,1905,0,0,2,0,3,1,0,8,6,1,1,2006.0,0,3,788,5,5,2,0,191,0,0,0,0,0,7,2007,8,4
1046,9,3,85,16056,1,0,3,0,4,0,22,2,2,0,5,9,5,2005,2006,3,1,5,5,3,208,2,4,2,0,4,0,2,240,6,0,1752,1992,1,0,1,5,1992,876,0,2868,0,0,3,1,4,1,0,11,6,1,3,2005.0,0,3,716,5,5,2,214,108,0,0,0,0,0,5,2006,6,5
733,4,3,80,10000,1,3,3,0,0,0,19,1,2,0,2,5,6,1961,1983,3,1,6,6,2,0,3,4,1,4,4,3,1,594,6,0,270,864,1,0,1,5,1144,0,0,1144,1,0,1,0,3,1,3,6,6,1,1,1961.0,2,1,264,5,5,2,165,0,0,0,0,0,400,7,2009,8,4
195,1,3,24,2280,1,3,3,0,2,0,13,2,2,3,5,6,6,1976,1976,1,1,9,2,2,0,3,4,1,2,4,3,0,566,6,0,289,855,1,4,1,5,855,601,0,1456,0,0,2,1,3,1,3,7,6,1,1,1976.0,3,2,440,5,5,2,87,0,0,0,0,0,0,5,2009,8,4
15,7,4,51,6120,1,3,3,0,0,0,3,2,2,0,1,7,8,1929,2001,1,1,13,14,2,0,3,4,0,4,4,3,6,0,6,0,832,832,1,0,1,0,854,0,0,854,0,0,1,0,2,1,3,5,6,0,5,1991.0,3,2,576,5,5,2,48,112,0,0,0,0,0,5,2007,8,4
489,2,4,21,1526,1,3,3,0,4,0,10,2,2,3,6,4,8,1970,2002,1,1,5,5,2,0,3,2,1,2,4,0,2,515,6,0,115,630,1,4,1,5,630,0,0,630,1,0,1,0,1,1,2,3,6,0,1,1970.0,3,1,286,5,5,2,0,0,0,0,0,0,0,8,2009,8,4
500,1,4,21,1890,1,3,3,0,4,0,2,2,2,3,5,6,5,1973,1973,1,1,6,6,1,285,3,4,1,4,4,3,1,356,6,0,316,672,1,4,1,5,672,546,0,1218,0,0,1,1,3,1,3,7,6,0,5,1973.0,3,1,264,5,5,2,144,28,0,0,0,0,0,8,2007,8,4
64,9,3,0,9375,1,3,3,0,4,0,5,2,2,0,5,7,5,1997,1998,1,1,12,13,1,573,3,4,2,2,4,3,2,739,6,0,318,1057,1,0,1,5,1057,977,0,2034,1,0,2,1,3,1,2,8,6,0,1,1998.0,2,2,645,5,5,2,576,36,0,0,0,0,0,3,2009,8,4
622,4,3,71,7064,1,3,3,0,4,0,19,2,2,0,2,5,6,1977,1977,1,1,9,10,1,153,3,4,1,4,4,3,1,560,6,0,420,980,1,4,1,5,980,0,0,980,0,0,1,0,3,1,3,6,6,0,5,1986.0,3,2,484,5,5,2,192,0,0,0,0,0,0,5,2009,8,4
1180,9,3,0,11170,1,1,3,0,0,0,23,2,2,0,5,7,5,1990,1991,1,1,8,8,2,0,3,4,5,2,4,3,3,1216,6,0,0,1216,1,0,1,5,1298,1216,0,2514,0,0,2,1,4,1,3,8,6,0,1,1990.0,0,2,693,5,5,2,0,0,0,0,0,0,0,0,2006,8,4
353,5,4,60,8520,1,3,3,0,4,0,17,2,2,0,2,6,8,1928,2003,1,1,12,13,2,0,3,2,0,4,4,3,6,0,6,0,624,624,1,2,1,5,720,0,0,720,0,0,1,0,2,1,3,5,6,0,5,2005.0,3,2,484,5,5,2,106,0,0,0,0,0,0,8,2010,8,4
1173,8,3,138,18030,1,0,0,0,4,0,4,2,2,0,0,5,6,1946,1994,1,1,8,8,2,0,3,4,1,4,4,3,5,152,1,469,977,1598,1,4,1,5,1636,971,479,3086,0,0,3,0,3,1,0,12,0,1,6,1980.0,1,0,0,3,3,2,122,0,0,0,0,0,0,7,2007,8,4
471,9,3,92,11952,1,3,3,0,4,0,14,3,2,0,5,7,6,1977,1977,4,6,14,10,2,0,3,4,1,2,4,3,6,0,6,0,808,808,1,4,1,5,1161,808,0,1969,0,0,2,1,3,1,3,8,6,1,1,1977.0,2,2,534,5,5,2,0,0,0,0,276,0,0,9,2007,8,4
982,4,3,43,3182,1,3,3,0,4,0,0,2,2,0,2,7,5,2007,2007,1,1,12,13,1,16,2,4,2,2,4,0,6,0,6,0,1266,1266,1,0,1,5,1266,0,0,1266,0,0,2,0,2,1,2,6,6,1,1,2007.0,0,2,388,5,5,2,100,16,0,0,0,0,0,7,2008,8,4
779,14,3,78,10530,1,3,3,0,4,0,11,2,2,2,6,6,5,1977,1977,1,1,9,7,1,90,3,4,1,2,4,1,2,975,6,0,0,975,1,4,1,5,1004,0,0,1004,1,0,1,0,2,1,3,4,6,0,1,1977.0,3,2,504,5,5,2,0,0,0,0,0,0,0,8,2006,8,4
873,6,3,60,12144,1,3,3,0,4,0,12,2,2,0,2,5,7,1949,1950,1,1,6,6,2,0,2,4,1,4,4,3,5,375,6,0,457,832,1,2,1,5,1036,0,232,1268,0,0,1,0,3,1,3,6,6,1,1,1949.0,3,1,288,5,5,2,0,28,0,0,0,0,0,11,2009,8,4
917,4,3,0,17140,1,3,3,0,4,0,7,2,2,0,2,4,6,1956,1956,1,1,12,13,2,0,3,4,1,4,4,3,0,1059,6,0,75,1134,1,0,1,0,1229,0,0,1229,0,0,1,0,3,1,3,6,6,0,1,1956.0,2,1,284,5,5,2,0,0,0,0,0,0,0,0,2009,8,4
1259,4,3,65,9750,1,3,3,0,2,0,12,2,2,0,2,6,8,1969,1969,1,1,6,6,2,0,3,4,1,2,4,3,0,602,3,438,14,1054,1,2,1,5,1054,0,0,1054,1,0,1,1,3,1,3,6,6,0,1,1969.0,3,2,460,5,5,2,180,0,0,0,80,0,0,5,2008,8,4
224,4,3,103,13472,1,3,3,0,4,0,16,2,2,0,2,10,5,2003,2003,3,1,12,13,1,922,0,4,2,0,4,1,2,56,6,0,2336,2392,1,0,1,5,2392,0,0,2392,0,0,2,0,3,1,0,8,6,1,1,2003.0,0,3,968,5,5,2,248,105,0,0,0,0,0,6,2009,8,4
1195,9,3,51,8029,1,0,3,0,4,0,8,2,2,0,5,6,5,2005,2005,1,1,12,13,2,0,3,4,2,2,4,3,6,0,6,0,728,728,1,0,1,5,728,728,0,1456,0,0,2,1,3,1,2,8,6,0,1,2005.0,0,2,400,5,5,2,100,24,0,0,0,0,0,5,2008,8,4
1213,12,3,0,10246,1,0,3,0,1,0,19,2,2,0,7,4,9,1965,2001,1,1,12,13,2,0,3,2,1,4,1,0,2,648,6,0,0,648,1,0,1,5,960,0,0,960,1,1,0,0,0,1,3,3,6,0,1,1965.0,3,1,364,5,5,2,88,0,0,0,0,0,0,8,2006,8,4
1044,4,3,80,9600,1,3,3,0,4,0,14,4,2,0,2,8,5,1981,1981,3,7,3,3,2,0,2,4,2,2,4,3,0,1104,6,0,1420,2524,1,4,1,5,2524,0,0,2524,1,0,2,1,4,1,2,9,6,1,1,1981.0,0,2,542,5,5,2,474,120,0,0,0,0,0,5,2009,8,4
1140,4,3,60,7350,1,3,3,0,0,0,12,2,2,0,2,5,7,1951,1951,1,1,6,6,2,0,3,4,1,4,4,2,0,852,6,0,100,952,1,4,1,5,952,0,0,952,1,0,1,0,2,1,3,4,6,0,5,1988.0,3,2,840,5,5,2,0,0,0,0,0,0,0,6,2008,0,0
1323,5,3,50,5330,1,3,1,0,4,0,3,2,2,0,2,4,7,1940,1950,3,1,12,13,2,0,1,4,1,4,4,3,3,280,6,0,140,420,1,2,1,5,708,0,0,708,0,0,1,0,2,1,1,5,6,0,6,1980.0,1,0,0,3,3,2,164,0,0,0,0,0,0,2,2009,8,4
325,7,4,50,5000,1,3,3,0,4,0,9,5,2,0,1,5,6,1941,1950,1,1,8,8,2,0,3,4,1,4,4,0,1,116,6,0,604,720,1,3,0,1,803,0,0,803,0,0,1,0,2,1,3,5,6,0,5,1941.0,3,2,360,5,5,2,0,0,244,0,0,0,0,2,2007,8,4
851,0,3,0,3196,1,3,3,0,4,0,0,2,2,4,2,8,5,2003,2003,1,1,12,13,1,40,2,4,2,2,4,1,6,0,6,0,1273,1273,1,0,1,5,1456,0,0,1456,0,0,2,0,2,1,2,7,6,1,1,2003.0,0,2,400,5,5,2,143,20,0,0,0,0,0,8,2006,8,4
1407,4,3,0,8780,1,0,3,0,0,0,11,2,2,0,2,5,5,1985,1985,1,1,6,10,2,0,3,4,1,4,4,3,0,625,6,0,208,833,1,0,1,5,833,0,0,833,1,0,1,0,3,1,3,5,6,0,6,1980.0,1,0,0,3,3,2,0,0,0,0,0,0,0,7,2009,8,4
603,1,1,30,3182,1,3,3,0,4,0,21,2,2,4,5,7,5,2004,2005,1,1,8,8,2,0,2,4,2,2,4,3,6,0,6,0,600,600,1,0,1,5,600,600,0,1200,0,0,2,1,2,1,2,4,6,0,5,2004.0,2,2,480,5,5,2,0,172,0,0,0,0,0,6,2010,8,4
170,8,4,0,12358,1,0,3,0,4,0,17,1,2,0,0,5,6,1941,1950,1,1,8,8,2,0,3,4,1,4,4,3,5,360,6,0,360,720,1,4,1,5,854,0,528,1382,0,0,1,1,2,1,3,7,6,0,5,1991.0,3,2,660,5,5,2,237,0,0,0,0,0,0,8,2007,8,4
993,9,3,68,8846,1,3,3,0,4,0,5,2,2,0,5,6,5,2005,2006,1,1,12,13,2,0,3,4,2,2,4,3,6,0,6,0,750,750,1,0,1,5,750,750,0,1500,0,0,2,1,3,1,2,6,6,0,1,2005.0,2,2,564,5,5,2,0,35,0,0,0,0,0,1,2006,6,5
808,12,3,85,13400,1,3,3,0,4,0,12,2,2,0,7,5,5,1966,1966,1,1,12,13,1,1047,3,4,1,4,4,0,0,516,1,128,380,1024,1,4,1,5,1086,0,0,1086,1,0,1,0,3,1,3,6,6,1,1,1966.0,2,2,484,5,5,2,0,0,0,0,0,0,0,6,2006,8,4
91,4,3,85,8500,1,3,3,0,4,0,12,2,2,0,2,5,3,1961,1961,3,1,6,6,0,203,3,4,1,4,4,3,5,600,6,0,635,1235,1,4,1,5,1235,0,0,1235,0,0,1,0,2,1,3,6,6,0,1,1961.0,3,2,480,5,5,2,0,0,0,0,0,0,0,2,2006,8,0
314,10,4,60,9600,1,3,3,0,4,0,17,2,2,0,5,7,7,1925,1990,1,1,13,14,2,0,3,4,0,4,1,3,3,16,6,0,712,728,1,0,1,5,832,809,0,1641,0,1,1,1,3,1,0,6,6,1,5,1925.0,3,2,546,1,5,2,0,0,234,0,0,0,0,1,2006,8,4
620,5,3,45,8248,1,3,3,0,4,0,7,2,2,0,2,3,3,1914,1950,1,1,11,12,2,0,3,4,0,4,4,3,1,41,6,0,823,864,1,4,0,1,864,0,0,864,1,0,1,0,2,1,3,5,6,0,6,1980.0,1,0,0,3,3,0,0,0,100,0,0,0,0,11,2008,8,4
11,9,3,85,11924,1,0,3,0,4,0,16,2,2,0,5,9,5,2005,2006,3,1,14,15,3,286,0,4,2,0,4,3,2,998,6,0,177,1175,1,0,1,5,1182,1142,0,2324,1,0,3,0,4,1,0,11,6,2,3,2005.0,0,3,736,5,5,2,147,21,0,0,0,0,0,5,2006,6,5
481,4,3,72,11846,1,0,1,0,4,0,16,2,2,0,2,9,5,2003,2004,3,1,12,13,1,562,2,4,2,0,4,1,2,1567,6,0,225,1792,1,0,1,5,1792,0,0,1792,1,0,2,0,2,1,0,6,6,1,1,2003.0,0,3,874,5,5,2,206,49,0,0,0,0,0,1,2006,8,4
336,4,3,86,14157,1,0,1,0,0,0,22,2,2,0,2,9,5,2005,2006,3,1,12,13,3,200,2,4,2,0,4,1,2,1249,6,0,673,1922,1,0,1,5,1922,0,0,1922,1,0,2,0,3,1,2,8,6,1,1,2005.0,0,3,676,5,5,2,178,51,0,0,0,0,0,5,2007,8,4
1445,13,3,70,8400,1,3,3,0,4,0,19,2,2,0,6,6,5,1966,1966,1,1,12,13,2,0,3,4,1,4,4,1,3,187,5,627,0,814,1,2,1,5,913,0,0,913,1,0,1,0,3,1,3,6,6,0,5,1990.0,3,1,240,5,5,2,0,0,252,0,0,0,0,8,2007,8,4
1090,14,3,60,8544,1,3,3,0,0,0,12,2,2,2,2,3,4,1950,1950,1,1,3,3,2,0,3,4,3,3,2,3,4,0,4,0,0,0,5,1,0,0,1040,0,0,1040,0,0,2,0,2,2,3,6,6,0,5,1987.0,3,2,400,5,5,2,0,0,0,0,0,0,0,6,2009,8,4
145,1,4,24,2522,1,3,3,0,4,0,7,2,2,3,5,6,5,2004,2006,1,1,12,13,3,50,2,4,2,2,4,3,6,0,6,0,970,970,1,0,1,5,970,739,0,1709,0,0,2,0,3,1,2,7,0,0,5,2004.0,3,2,380,5,5,2,0,40,0,0,0,0,0,0,2006,8,4
1091,1,1,24,2160,1,3,3,0,4,0,21,2,2,3,5,7,5,1999,2000,1,1,8,8,1,212,2,4,2,2,4,3,1,510,6,0,90,600,1,0,1,5,624,628,0,1252,1,0,2,1,2,1,2,4,6,0,5,1999.0,3,2,462,5,5,2,0,48,0,0,0,0,0,7,2008,8,4
1204,4,3,78,10140,1,3,3,0,4,0,14,2,2,0,2,5,6,1975,1975,1,1,6,6,2,0,3,4,1,2,4,3,0,788,6,0,268,1056,1,0,1,5,1074,0,0,1074,1,0,1,1,3,1,3,6,6,0,1,1975.0,2,2,495,5,5,2,0,88,0,0,0,0,0,5,2006,8,4
46,8,3,48,12822,1,0,3,0,1,0,11,2,2,0,0,7,5,2003,2003,1,1,12,13,2,0,2,4,2,0,4,3,2,1351,6,0,83,1434,1,0,1,5,1518,631,0,2149,1,0,1,1,1,1,2,6,6,1,1,2003.0,2,2,670,5,5,2,168,43,0,0,198,0,0,1,2009,8,0
1275,14,3,95,11345,1,3,3,0,0,0,12,1,2,2,5,5,5,1948,1950,1,4,0,0,3,567,3,4,1,4,4,3,5,220,6,0,708,928,1,2,1,0,928,992,0,1920,0,0,2,0,4,2,3,10,6,0,5,1948.0,3,2,400,5,1,2,0,0,0,0,0,0,0,5,2007,8,4
1456,4,3,85,13175,1,3,3,0,4,0,14,2,2,0,2,6,6,1978,1988,1,1,9,10,3,119,3,4,1,2,4,3,0,790,5,163,589,1542,1,4,1,5,2073,0,0,2073,1,0,2,0,3,1,3,7,2,2,1,1978.0,3,2,500,5,5,2,349,0,0,0,0,0,0,3,2010,8,4
1442,9,1,85,11003,1,3,3,0,4,0,21,2,2,0,5,10,5,2008,2008,1,1,12,13,3,160,0,4,2,0,4,0,2,765,6,0,252,1017,1,0,1,5,1026,981,0,2007,1,0,2,1,3,1,0,10,6,1,1,2008.0,0,3,812,5,5,2,168,52,0,0,0,0,0,0,2009,8,4
276,4,3,129,9196,1,0,3,0,4,0,11,2,2,0,2,7,5,2003,2003,1,1,12,13,2,0,2,4,2,0,4,3,6,0,6,0,1560,1560,1,0,1,5,1560,0,0,1560,0,0,2,0,3,1,2,7,6,0,1,2003.0,0,2,573,5,5,2,100,150,0,0,0,0,0,0,2010,8,4
202,8,3,50,7000,1,3,3,0,0,0,17,0,2,0,0,6,6,1924,1950,1,1,8,8,2,0,3,2,0,1,4,3,3,617,6,0,0,617,1,2,1,5,865,445,0,1310,0,0,2,0,2,1,3,6,2,0,1,1924.0,3,1,398,5,5,2,0,0,126,0,0,0,0,8,2006,0,4
1348,4,3,0,16196,1,2,2,0,4,0,20,2,2,0,2,7,5,1998,1998,1,1,12,13,2,0,2,4,2,2,4,1,2,1443,6,0,39,1482,1,0,1,5,1494,0,0,1494,1,0,2,0,3,1,2,5,6,1,1,1998.0,2,2,514,5,5,2,402,25,0,0,0,0,0,1,2007,8,4
687,1,1,0,5105,1,1,3,0,2,0,21,2,2,4,5,7,5,2004,2004,1,1,8,8,2,0,2,4,2,2,4,3,2,239,6,0,312,551,1,0,1,5,551,551,0,1102,0,0,2,1,2,1,2,4,6,0,5,2004.0,3,2,480,5,5,2,0,60,0,0,0,0,0,7,2007,8,4
289,10,3,60,8730,1,3,3,0,4,0,3,6,2,0,5,6,7,1915,2003,1,1,13,14,2,0,3,4,0,4,4,3,6,0,6,0,698,698,1,0,1,0,698,698,0,1396,0,0,1,0,3,1,3,7,6,0,5,2003.0,3,1,384,5,5,2,0,0,0,0,259,0,0,5,2007,8,4
1224,9,3,60,15384,1,0,3,0,4,0,8,6,2,0,5,7,5,2004,2005,1,1,12,13,2,0,2,4,2,2,4,0,2,724,6,0,64,788,1,0,1,5,788,702,0,1490,1,0,2,1,3,1,2,8,6,1,1,2004.0,0,2,388,5,5,2,100,75,0,0,0,0,0,3,2008,8,4
952,13,3,60,7200,1,3,3,0,4,0,5,2,2,0,6,5,8,1972,2003,1,1,14,6,2,0,3,2,1,2,4,0,2,660,6,0,108,768,1,2,1,5,768,0,0,768,0,1,1,0,2,1,3,5,6,0,5,1974.0,0,1,396,5,5,2,192,0,0,0,0,0,0,0,2009,8,4
1117,4,3,57,9764,1,0,3,0,2,0,19,1,2,0,2,5,7,1967,2003,1,1,12,13,2,0,3,4,1,4,4,3,1,702,6,0,192,894,1,0,1,5,894,0,0,894,1,0,1,0,3,1,2,5,6,0,1,1967.0,2,2,450,5,5,2,0,0,0,0,0,0,0,8,2008,8,4
938,9,3,73,8760,1,3,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,1,12,13,2,0,2,4,2,2,1,2,2,464,6,0,927,1391,1,0,1,5,1391,571,0,1962,0,0,2,1,3,1,2,7,6,0,1,2006.0,2,3,868,5,5,2,0,90,0,0,0,0,0,1,2006,6,5
1336,14,3,87,9246,1,0,3,0,4,0,14,1,2,2,2,5,5,1973,1973,1,1,9,10,1,564,3,4,1,4,4,3,6,0,6,0,1656,1656,1,4,1,5,1656,0,0,1656,0,0,2,0,4,2,3,8,6,0,5,1973.0,3,2,506,5,5,2,0,211,0,0,0,0,0,9,2008,8,4
